,band,species,beak length (mm),beak depth (mm),year
1347,4744,scandens,14.35,9.05,1987
1348,10984,scandens,14.85,9.05,1987
1349,14759,scandens,14.04,9.06,1987
1350,15639,scandens,14.2,9.1,1987
1351,15090,scandens,14.3,9.1,1987
1352,4221,scandens,14.5,9.1,1987
1353,15422,scandens,14.5,9.1,1987
1354,15441,scandens,14.6,9.1,1987
1355,15736,scandens,15.0,9.1,1987
1356,4683,scandens,13.6,9.13,1987
1357,14768,scandens,14.65,9.13,1987
1358,5375,scandens,14.03,9.14,1987
1359,14843,scandens,14.16,9.18,1987
1360,2554,scandens,13.83,9.2,1987
1361,14995,scandens,14.2,9.2,1987
1362,15638,scandens,14.35,9.2,1987
1363,15837,scandens,14.45,9.2,1987
1364,10002,scandens,14.64,9.21,1987
1365,14584,scandens,15.04,9.21,1987
1366,14730,scandens,13.9,9.22,1987
1367,3458,scandens,14.34,9.24,1987
1368,5911,scandens,14.53,9.24,1987
1369,2760,scandens,14.2,9.25,1987
1370,15812,scandens,14.85,9.25,1987
1371,5367,scandens,15.1,9.25,1987
1372,10174,scandens,15.2,9.25,1987
1373,1645,scandens,13.5,9.26,1987
1374,4090,scandens,14.95,9.26,1987
1375,5576,scandens,13.83,9.28,1987
1376,14975,scandens,13.95,9.28,1987
1377,2877,scandens,15.09,9.28,1987
1378,10206,scandens,13.43,9.3,1987
1379,4778,scandens,13.7,9.3,1987
1380,5322,scandens,14.0,9.3,1987
1381,10207,scandens,14.15,9.3,1987
1382,10740,scandens,14.75,9.3,1987
1383,8450,scandens,14.9,9.3,1987
1384,10517,scandens,15.0,9.3,1987
1385,2758,scandens,13.56,9.32,1987
1386,14729,scandens,14.26,9.33,1987
1387,10743,scandens,13.83,9.34,1987
1388,13527,scandens,14.53,9.34,1987
1389,8444,scandens,14.84,9.34,1987
1390,15738,scandens,15.0,9.35,1987
1391,2445,scandens,13.76,9.37,1987
1392,5931,scandens,13.9,9.37,1987
1393,14728,scandens,14.29,9.37,1987
1394,15615,scandens,14.63,9.37,1987
1395,14646,scandens,14.3,9.38,1987
1396,13526,scandens,13.6,9.4,1987
1397,15343,scandens,14.4,9.4,1987
1398,10105,scandens,14.9,9.4,1987
1399,14645,scandens,14.9,9.4,1987
1400,2433,scandens,14.34,9.42,1987
1401,10268,scandens,14.53,9.43,1987
1402,10245,scandens,14.65,9.45,1987
1403,4706,scandens,14.8,9.5,1987
1404,14918,scandens,16.0,9.5,1987
1405,15694,scandens,13.14,9.51,1987
1406,15421,scandens,14.44,9.51,1987
1407,14208,scandens,12.73,9.52,1987
1408,1396,scandens,15.04,9.54,1987
1409,1444,scandens,14.85,9.55,1987
1410,4051,scandens,14.2,9.6,1987
1411,10061,scandens,15.2,9.6,1987
1412,4701,scandens,16.0,9.6,1987
1413,13257,scandens,14.47,9.62,1987
1414,2949,scandens,14.54,9.64,1987
1415,14946,scandens,14.9,9.65,1987
1416,5656,scandens,14.9,9.7,1987
1417,5608,scandens,15.8,9.7,1987
1418,15352,scandens,13.46,9.73,1987
1419,15817,scandens,14.77,9.73,1987
1420,4119,scandens,14.44,9.74,1987
1421,10223,scandens,15.2,9.8,1987
1422,2969,scandens,16.0,9.8,1987
1423,14648,scandens,14.4,9.82,1987
1424,15658,scandens,14.45,9.85,1987
1425,13256,scandens,15.35,9.85,1987
1426,8425,scandens,14.2,9.9,1987
1427,14524,scandens,15.3,9.9,1987
1428,10075,scandens,14.27,9.94,1987
1429,4137,scandens,15.8,10.0,1987
1430,14847,scandens,15.3,10.1,1987
1431,15886,scandens,11.24,10.11,1987
1432,14877,scandens,15.2,10.27,1987
1433,8036,scandens,15.44,10.34,1987
1434,14579,scandens,14.96,11.33,1987
1435,2639,fortis,10.3,8.95,1991
1436,2666,fortis,12.81,9.3,1991
1437,2753,fortis,10.89,10.35,1991
1438,2776,fortis,11.3,10.0,1991
1439,4229,fortis,10.05,8.62,1991
1440,4677,fortis,11.02,10.17,1991
1441,4715,fortis,10.4,8.7,1991
1442,4899,fortis,10.87,9.7,1991
1443,4911,fortis,11.0,9.7,1991
1444,4936,fortis,10.0,9.05,1991
1445,4946,fortis,11.42,10.27,1991
1446,5026,fortis,10.9,9.8,1991
1447,5110,fortis,14.07,12.37,1991
1448,5370,fortis,12.73,10.88,1991
1449,5505,fortis,11.4,9.8,1991
1450,5555,fortis,9.04,8.42,1991
1451,5578,fortis,9.8,7.65,1991
1452,5586,fortis,10.2,9.67,1991
1453,5602,fortis,10.83,8.74,1991
1454,5625,fortis,10.94,9.86,1991
1455,5626,fortis,11.1,8.89,1991
1456,5669,fortis,10.4,8.9,1991
1457,5685,fortis,9.8,8.55,1991
1458,5721,fortis,11.1,8.9,1991
1459,5731,fortis,10.8,10.3,1991
1460,5821,fortis,12.32,10.62,1991
1461,5826,fortis,10.55,9.2,1991
1462,5860,fortis,11.55,10.05,1991
1463,5872,fortis,11.8,8.8,1991
1464,5887,fortis,10.18,8.4,1991
1465,5904,fortis,11.1,10.5,1991
1466,5905,fortis,11.86,10.43,1991
1467,5921,fortis,11.2,9.87,1991
1468,5927,fortis,10.7,9.2,1991
1469,5960,fortis,11.4,10.15,1991
1470,10081,fortis,10.9,9.5,1991
1471,10100,fortis,10.93,8.45,1991
1472,10102,fortis,10.98,9.08,1991
1473,10181,fortis,11.1,10.5,1991
1474,10213,fortis,10.7,9.2,1991
1475,10305,fortis,11.82,9.9,1991
1476,10376,fortis,9.28,7.68,1991
1477,10679,fortis,10.9,10.0,1991
1478,10826,fortis,11.2,9.4,1991
1479,13269,fortis,9.4,8.7,1991
1480,13300,fortis,11.06,10.09,1991
1481,13351,fortis,10.0,8.35,1991
1482,13385,fortis,11.2,8.87,1991
1483,13486,fortis,9.98,9.07,1991
1484,13543,fortis,10.3,8.1,1991
1485,13575,fortis,11.0,8.93,1991
1486,13595,fortis,11.4,10.17,1991
1487,13644,fortis,10.5,9.5,1991
1488,13687,fortis,10.67,8.77,1991
1489,13704,fortis,10.67,9.47,1991
1490,13837,fortis,11.58,9.72,1991
1491,13945,fortis,10.43,9.74,1991
1492,13975,fortis,11.0,9.9,1991
1493,13994,fortis,10.18,8.64,1991
1494,14003,fortis,11.8,10.32,1991
1495,14041,fortis,10.0,9.2,1991
1496,14062,fortis,10.7,9.2,1991
1497,14100,fortis,10.6,9.2,1991
1498,14117,fortis,10.6,10.0,1991
1499,14258,fortis,10.76,8.91,1991
1500,14347,fortis,10.63,9.12,1991
1501,14442,fortis,11.53,11.38,1991
1502,14468,fortis,11.83,10.34,1991
1503,14478,fortis,10.9,8.95,1991
1504,14492,fortis,11.2,9.6,1991
1505,14518,fortis,10.72,9.17,1991
1506,14533,fortis,11.1,8.92,1991
1507,14612,fortis,9.27,7.95,1991
1508,14613,fortis,9.1,7.0,1991
1509,14620,fortis,10.7,9.85,1991
1510,14624,fortis,11.85,10.85,1991
1511,14625,fortis,11.84,10.52,1991
1512,14633,fortis,11.29,9.78,1991
1513,14655,fortis,11.33,10.29,1991
1514,14656,fortis,11.9,10.17,1991
1515,14660,fortis,11.14,9.92,1991
1516,14672,fortis,10.54,9.12,1991
1517,14674,fortis,10.5,9.8,1991
1518,14676,fortis,11.0,9.57,1991
1519,14678,fortis,11.5,9.6,1991
1520,14681,fortis,9.94,8.96,1991
1521,14684,fortis,10.7,8.9,1991
1522,14686,fortis,10.74,8.31,1991
1523,14687,fortis,11.5,9.5,1991
1524,14689,fortis,11.2,9.96,1991
1525,14692,fortis,11.25,9.15,1991
1526,14694,fortis,10.8,8.7,1991
1527,14705,fortis,10.5,9.4,1991
1528,14706,fortis,11.5,10.9,1991
1529,14710,fortis,11.65,9.65,1991
1530,14720,fortis,12.0,9.52,1991
1531,14722,fortis,12.15,9.47,1991
1532,14723,fortis,12.0,9.1,1991
1533,14741,fortis,11.04,9.06,1991
1534,14745,fortis,11.5,10.0,1991
1535,14752,fortis,11.9,10.0,1991
1536,14762,fortis,10.3,8.5,1991
1537,14763,fortis,10.19,8.81,1991
1538,14777,fortis,11.6,10.2,1991
1539,14783,fortis,11.39,9.86,1991
1540,14784,fortis,11.34,9.11,1991
1541,14788,fortis,12.0,9.0,1991
1542,14796,fortis,11.15,9.82,1991
1543,14797,fortis,10.37,8.8,1991
1544,14808,fortis,11.6,8.9,1991
1545,14811,fortis,10.33,8.9,1991
1546,14812,fortis,11.05,10.15,1991
1547,14818,fortis,11.0,10.0,1991
1548,14822,fortis,10.0,8.3,1991
1549,14841,fortis,9.9,8.87,1991
1550,14846,fortis,10.04,9.01,1991
1551,14854,fortis,10.75,9.2,1991
1552,14856,fortis,11.24,9.81,1991
1553,14858,fortis,10.9,8.8,1991
1554,14866,fortis,11.7,9.6,1991
1555,14873,fortis,11.6,10.4,1991
1556,14879,fortis,10.7,9.2,1991
1557,14880,fortis,9.84,8.72,1991
1558,14890,fortis,10.9,8.4,1991
1559,14900,fortis,11.0,9.45,1991
1560,14901,fortis,10.1,9.3,1991
1561,14902,fortis,10.0,8.6,1991
1562,14909,fortis,10.0,8.3,1991
1563,14912,fortis,9.64,8.28,1991
1564,14913,fortis,9.14,7.41,1991
1565,14915,fortis,11.0,9.0,1991
1566,14919,fortis,11.87,10.33,1991
1567,14925,fortis,12.75,10.4,1991
1568,14930,fortis,11.2,9.9,1991
1569,14939,fortis,10.2,8.45,1991
1570,14955,fortis,11.74,9.91,1991
1571,14956,fortis,10.85,9.27,1991
1572,14957,fortis,11.8,9.5,1991
1573,14958,fortis,11.29,9.56,1991
1574,14963,fortis,11.0,9.8,1991
1575,14970,fortis,9.8,8.5,1991
1576,14971,fortis,11.0,9.8,1991
1577,14978,fortis,9.7,8.1,1991
1578,14983,fortis,8.83,7.32,1991
1579,15001,fortis,11.4,9.7,1991
1580,15004,fortis,10.5,9.63,1991
1581,15005,fortis,11.29,8.71,1991
1582,15014,fortis,11.04,8.02,1991
1583,15015,fortis,11.2,9.8,1991
1584,15018,fortis,9.64,8.71,1991
1585,15025,fortis,11.29,10.37,1991
1586,15027,fortis,10.37,9.17,1991
1587,15037,fortis,12.0,10.4,1991
1588,15041,fortis,11.1,9.5,1991
1589,15047,fortis,10.35,9.11,1991
1590,15049,fortis,11.54,9.61,1991
1591,15054,fortis,10.3,9.0,1991
1592,15065,fortis,11.09,9.11,1991
1593,15066,fortis,11.4,9.1,1991
1594,15079,fortis,9.89,8.36,1991
1595,15106,fortis,10.0,8.25,1991
1596,15111,fortis,10.24,8.31,1991
1597,15125,fortis,10.6,9.2,1991
1598,15127,fortis,9.24,8.42,1991
1599,15150,fortis,10.94,9.87,1991
1600,15153,fortis,10.57,9.07,1991
1601,15154,fortis,9.4,7.95,1991
1602,15158,fortis,12.1,9.6,1991
1603,15170,fortis,12.84,10.72,1991
1604,15172,fortis,11.84,9.72,1991
1605,15182,fortis,10.1,8.9,1991
1606,15183,fortis,11.2,10.1,1991
1607,15188,fortis,10.74,8.47,1991
1608,15197,fortis,11.04,9.67,1991
1609,15210,fortis,11.44,9.61,1991
1610,15220,fortis,10.24,8.82,1991
1611,15223,fortis,11.6,8.9,1991
1612,15225,fortis,10.8,7.8,1991
1613,15229,fortis,10.99,8.96,1991
1614,15230,fortis,10.1,9.03,1991
1615,15232,fortis,10.52,8.98,1991
1616,15238,fortis,10.4,9.4,1991
1617,15241,fortis,10.8,9.0,1991
1618,15244,fortis,11.15,8.8,1991
1619,15246,fortis,10.64,8.76,1991
1620,15261,fortis,11.34,9.21,1991
1621,15263,fortis,10.39,9.21,1991
1622,15277,fortis,9.95,7.9,1991
1623,15281,fortis,12.17,9.92,1991
1624,15284,fortis,9.2,7.3,1991
1625,15285,fortis,9.34,7.92,1991
1626,15286,fortis,9.2,8.2,1991
1627,15288,fortis,10.95,8.35,1991
1628,15289,fortis,11.15,9.3,1991
1629,15291,fortis,11.7,10.0,1991
1630,15309,fortis,11.45,10.12,1991
1631,15313,fortis,10.04,8.87,1991
1632,15317,fortis,11.84,10.12,1991
1633,15337,fortis,10.47,8.97,1991
1634,15339,fortis,10.9,9.6,1991
1635,15346,fortis,11.8,9.4,1991
1636,15359,fortis,11.04,9.12,1991
1637,15376,fortis,10.9,9.35,1991
1638,15383,fortis,11.7,9.87,1991
1639,15385,fortis,11.1,9.8,1991
1640,15389,fortis,10.83,9.1,1991
1641,15392,fortis,11.64,10.51,1991
1642,15396,fortis,10.63,9.27,1991
1643,15402,fortis,9.99,8.36,1991
1644,15408,fortis,11.2,9.15,1991
1645,15412,fortis,10.5,9.07,1991
1646,15428,fortis,11.15,9.3,1991
1647,15431,fortis,11.29,8.91,1991
1648,15444,fortis,12.85,10.35,1991
1649,15464,fortis,9.45,8.65,1991
1650,15471,fortis,11.6,10.35,1991
1651,15478,fortis,11.1,9.77,1991
1652,15484,fortis,9.7,7.45,1991
1653,15601,fortis,10.9,9.2,1991
1654,15607,fortis,11.0,9.7,1991
1655,15621,fortis,11.6,9.8,1991
1656,15648,fortis,10.9,9.5,1991
1657,15650,fortis,11.06,9.93,1991
1658,15651,fortis,12.8,11.2,1991
1659,15659,fortis,11.04,8.91,1991
1660,15665,fortis,11.14,9.91,1991
1661,15667,fortis,10.84,9.62,1991
1662,15679,fortis,10.0,8.4,1991
1663,15681,fortis,12.29,10.06,1991
1664,15695,fortis,9.5,7.5,1991
1665,15702,fortis,11.7,10.5,1991
1666,15706,fortis,10.0,8.5,1991
1667,15726,fortis,9.04,7.42,1991
1668,15727,fortis,11.0,9.25,1991
1669,15734,fortis,10.9,9.5,1991
1670,15757,fortis,10.57,8.7,1991
1671,15761,fortis,11.3,8.6,1991
1672,15779,fortis,9.74,7.86,1991
1673,15788,fortis,10.75,9.35,1991
1674,15822,fortis,10.49,9.07,1991
1675,15830,fortis,12.27,10.33,1991
1676,15838,fortis,11.1,9.4,1991
1677,15840,fortis,10.85,9.55,1991
1678,15845,fortis,10.4,8.4,1991
1679,15854,fortis,10.64,8.91,1991
1680,15857,fortis,11.94,9.76,1991
1681,15863,fortis,11.69,9.07,1991
1682,15873,fortis,10.0,8.0,1991
1683,15885,fortis,10.8,9.5,1991
1684,15897,fortis,11.6,10.1,1991
1685,15914,fortis,9.24,7.81,1991
1686,15915,fortis,10.74,8.31,1991
1687,15920,fortis,11.44,10.11,1991
1688,15929,fortis,11.6,9.45,1991
1689,15930,fortis,12.05,9.77,1991
1690,15934,fortis,11.14,9.11,1991
1691,15939,fortis,10.5,9.5,1991
1692,15944,fortis,10.8,8.3,1991
1693,15948,fortis,11.6,10.8,1991
1694,15950,fortis,10.6,9.35,1991
1695,15951,fortis,11.5,10.0,1991
1696,15970,fortis,9.83,8.5,1991
1697,15973,fortis,10.19,8.06,1991
1698,15977,fortis,9.84,8.32,1991
1699,15978,fortis,10.39,8.76,1991
1700,15979,fortis,11.04,9.82,1991
1701,15983,fortis,10.54,8.71,1991
1702,15995,fortis,9.94,8.52,1991
1703,16007,fortis,10.04,8.22,1991
1704,16016,fortis,9.97,8.8,1991
1705,16024,fortis,9.0,7.4,1991
1706,16027,fortis,10.25,8.0,1991
1707,16028,fortis,11.1,9.65,1991
1708,16044,fortis,10.75,8.9,1991
1709,16091,fortis,9.33,7.7,1991
1710,16093,fortis,10.5,8.4,1991
1711,16095,fortis,10.0,8.15,1991
1712,16096,fortis,10.6,8.8,1991
1713,16135,fortis,11.5,9.4,1991
1714,16141,fortis,11.6,10.6,1991
1715,16143,fortis,11.4,10.1,1991
1716,16144,fortis,11.3,10.4,1991
1717,16145,fortis,10.8,9.4,1991
1718,16146,fortis,11.2,10.1,1991
1719,16148,fortis,10.8,9.5,1991
1720,16149,fortis,11.5,9.8,1991
1721,16150,fortis,11.65,10.3,1991
1722,16165,fortis,9.7,8.0,1991
1723,16167,fortis,10.55,8.85,1991
1724,16173,fortis,11.13,9.7,1991
1725,16176,fortis,10.9,9.6,1991
1726,16184,fortis,11.05,9.25,1991
1727,16190,fortis,10.7,9.2,1991
1728,16197,fortis,10.7,9.2,1991
1729,16301,fortis,10.4,9.1,1991
1730,16306,fortis,11.3,10.2,1991
1731,16309,fortis,10.9,8.6,1991
1732,16310,fortis,11.0,9.0,1991
1733,16315,fortis,10.9,8.8,1991
1734,16316,fortis,10.8,8.1,1991
1735,16317,fortis,10.2,8.2,1991
1736,16319,fortis,10.8,9.0,1991
1737,16331,fortis,10.9,9.8,1991
1738,16333,fortis,10.2,9.1,1991
1739,16336,fortis,12.5,9.9,1991
1740,16337,fortis,11.3,9.2,1991
1741,16341,fortis,10.3,9.5,1991
1742,16344,fortis,9.4,8.5,1991
1743,16356,fortis,11.05,9.4,1991
1744,16360,fortis,10.7,9.4,1991
1745,16367,fortis,9.7,8.6,1991
1746,16374,fortis,10.6,9.0,1991
1747,16378,fortis,11.55,9.8,1991
1748,16380,fortis,11.0,9.2,1991
1749,16385,fortis,10.8,8.8,1991
1750,16386,fortis,9.53,8.27,1991
1751,16387,fortis,11.9,10.3,1991
1752,16391,fortis,10.6,9.2,1991
1753,16394,fortis,10.8,9.6,1991
1754,16395,fortis,11.05,9.8,1991
1755,16396,fortis,12.5,10.3,1991
1756,16398,fortis,12.1,9.8,1991
1757,16507,fortis,10.9,10.1,1991
1758,16511,fortis,10.7,9.3,1991
1759,16514,fortis,10.8,9.5,1991
1760,16518,fortis,12.0,10.0,1991
1761,16531,fortis,11.65,9.95,1991
1762,16549,fortis,10.6,9.0,1991
1763,16550,fortis,10.75,9.05,1991
1764,16551,fortis,11.1,9.0,1991
1765,16553,fortis,10.9,9.2,1991
1766,16554,fortis,10.9,10.4,1991
1767,16559,fortis,11.3,9.9,1991
1768,16560,fortis,11.6,9.6,1991
1769,16564,fortis,12.1,10.3,1991
1770,16565,fortis,12.1,10.0,1991
1771,16566,fortis,12.0,10.2,1991
1772,16575,fortis,11.6,10.5,1991
1773,16579,fortis,11.8,10.4,1991
1774,16580,fortis,11.3,9.3,1991
1775,16583,fortis,10.3,8.5,1991
1776,16590,fortis,9.6,7.7,1991
1777,16594,fortis,11.5,9.9,1991
1778,16595,fortis,11.9,10.3,1991
1779,16596,fortis,11.8,10.5,1991
1780,16597,fortis,10.1,8.8,1991
1781,16598,fortis,9.9,8.8,1991
1782,16803,fortis,12.1,9.85,1991
1783,16805,fortis,11.3,9.5,1991
1784,16807,fortis,9.7,7.5,1991
1785,16808,fortis,11.15,9.45,1991
1786,16810,fortis,10.65,9.1,1991
1787,16811,fortis,9.9,7.5,1991
1788,16815,fortis,10.3,8.9,1991
1789,16816,fortis,11.4,9.8,1991
1790,16817,fortis,11.7,9.7,1991
1791,16818,fortis,11.3,10.1,1991
1792,16833,fortis,11.8,9.4,1991
1793,16834,fortis,11.55,9.0,1991
1794,16836,fortis,12.3,9.9,1991
1795,16840,fortis,10.9,9.0,1991
1796,16851,fortis,10.3,8.6,1991
1797,16858,fortis,11.5,9.4,1991
1798,16859,fortis,10.4,8.65,1991
1799,16861,fortis,10.1,8.7,1991
1800,16869,fortis,11.75,9.65,1991
1801,16875,fortis,10.1,8.1,1991
1802,16889,fortis,9.55,7.8,1991
1803,16891,fortis,9.7,8.0,1991
1804,16895,fortis,10.0,8.3,1991
1805,17010,fortis,11.3,8.9,1991
1806,17013,fortis,11.0,9.3,1991
1807,17014,fortis,10.0,8.2,1991
1808,17033,fortis,10.6,9.3,1991
1809,17037,fortis,10.77,9.03,1991
1810,17048,fortis,10.0,8.3,1991
1811,17057,fortis,12.3,10.1,1991
1812,17061,fortis,10.7,10.0,1991
1813,17063,fortis,9.85,8.6,1991
1814,17067,fortis,10.8,9.1,1991
1815,17070,fortis,10.6,9.2,1991
1816,17073,fortis,10.6,8.53,1991
1817,17075,fortis,10.7,9.0,1991
1818,17083,fortis,10.4,9.6,1991
1819,17095,fortis,10.7,8.9,1991
1820,17109,fortis,10.0,9.0,1991
1821,17111,fortis,9.7,8.7,1991
1822,17113,fortis,9.7,8.6,1991
1823,17114,fortis,10.5,8.6,1991
1824,17116,fortis,10.7,9.3,1991
1825,17136,fortis,11.0,9.1,1991
1826,17145,fortis,11.0,9.9,1991
1827,17160,fortis,10.9,9.3,1991
1828,17168,fortis,10.7,8.3,1991
1829,17179,fortis,9.73,8.37,1991
1830,17188,fortis,9.0,7.9,1991
1831,17301,fortis,9.4,9.2,1991
1832,17307,fortis,8.8,8.0,1991
1833,17310,fortis,8.9,7.9,1991
1834,17311,fortis,10.8,8.7,1991
1835,17315,fortis,11.3,9.0,1991
1836,17344,fortis,10.6,9.6,1991
1837,17360,fortis,11.1,9.8,1991
1838,17367,fortis,12.0,10.2,1991
1839,17369,fortis,13.0,11.2,1991
1840,17379,fortis,10.6,8.6,1991
1841,17380,fortis,11.85,9.2,1991
1842,17381,fortis,10.9,8.5,1991
1843,17384,fortis,11.5,10.3,1991
1844,17386,fortis,11.1,9.9,1991
1845,17388,fortis,11.9,10.2,1991
1846,17395,fortis,11.7,10.0,1991
1847,17403,fortis,9.7,8.0,1991
1848,17410,fortis,11.8,10.4,1991
1849,17411,fortis,10.0,9.1,1991
1850,17415,fortis,10.13,8.7,1991
1851,17416,fortis,10.7,9.1,1991
1852,17418,fortis,10.8,8.9,1991
1853,17419,fortis,10.6,9.0,1991
1854,17436,fortis,10.7,8.3,1991
1855,17439,fortis,11.4,9.7,1991
1856,17440,fortis,11.1,9.2,1991
1857,17443,fortis,11.0,8.8,1991
1858,17460,fortis,11.47,10.0,1991
1859,17461,fortis,10.2,9.0,1991
1860,17464,fortis,11.0,9.7,1991
1861,17466,fortis,10.6,9.6,1991
1862,17467,fortis,11.7,9.5,1991
1863,17468,fortis,10.7,8.8,1991
1864,17480,fortis,9.8,7.5,1991
1865,17483,fortis,10.1,7.8,1991
1866,17485,fortis,10.9,9.0,1991
1867,17490,fortis,10.7,9.9,1991
1868,17491,fortis,10.6,8.9,1991
1869,17493,fortis,11.6,10.5,1991
1870,17494,fortis,11.9,10.7,1991
1871,17496,fortis,12.4,10.0,1991
1872,17497,fortis,11.0,9.0,1991
1873,17498,fortis,10.6,9.7,1991
1874,17500,fortis,10.0,8.9,1991
1875,17503,fortis,9.8,7.9,1991
1876,17534,fortis,10.15,8.95,1991
1877,17551,fortis,9.3,7.7,1991
1878,17559,fortis,11.8,9.8,1991
1879,17568,fortis,10.8,8.9,1991
1880,17573,fortis,9.9,9.0,1991
1881,17583,fortis,9.9,8.4,1991
1882,17589,fortis,11.5,10.4,1991
1883,17603,fortis,10.5,9.17,1991
1884,17605,fortis,11.2,9.1,1991
1885,17615,fortis,12.4,9.4,1991
1886,17617,fortis,10.1,8.2,1991
1887,17618,fortis,10.85,8.1,1991
1888,17634,fortis,10.75,8.85,1991
1889,17638,fortis,8.9,6.9,1991
1890,17639,fortis,10.0,8.9,1991
1891,17641,fortis,11.2,9.5,1991
1892,17643,fortis,11.0,8.7,1991
1893,17646,fortis,12.3,9.9,1991
1894,17647,fortis,11.6,10.2,1991
1895,17648,fortis,11.1,9.4,1991
1896,17649,fortis,11.7,10.6,1991
1897,17653,fortis,11.0,8.4,1991
1898,17654,fortis,10.8,8.6,1991
1899,17656,fortis,9.5,8.2,1991
1900,17659,fortis,10.8,8.8,1991
1901,17664,fortis,10.5,9.2,1991
1902,17665,fortis,9.5,8.1,1991
1903,17666,fortis,11.7,10.5,1991
1904,17668,fortis,11.0,9.5,1991
1905,17677,fortis,10.6,9.0,1991
1906,17693,fortis,10.5,8.8,1991
1907,17696,fortis,11.1,10.1,1991
1908,17697,fortis,10.9,9.6,1991
1909,17698,fortis,10.7,9.6,1991
1910,17699,fortis,10.8,9.5,1991
1911,17717,fortis,11.55,9.65,1991
1912,17733,fortis,10.7,9.4,1991
1913,17734,fortis,11.3,10.0,1991
1914,17735,fortis,10.6,8.8,1991
1915,17738,fortis,10.4,9.9,1991
1916,17740,fortis,10.7,8.7,1991
1917,17754,fortis,9.8,9.0,1991
1918,17759,fortis,11.6,9.7,1991
1919,17768,fortis,10.1,8.4,1991
1920,17771,fortis,11.7,9.8,1991
1921,17786,fortis,11.7,9.6,1991
1922,17791,fortis,10.8,9.8,1991
1923,17797,fortis,10.3,8.5,1991
1924,17798,fortis,10.65,8.85,1991
1925,17800,fortis,10.8,8.9,1991
1926,17803,fortis,10.7,9.2,1991
1927,17907,fortis,10.7,9.0,1991
1928,17908,fortis,10.2,8.8,1991
1929,17916,fortis,9.7,7.4,1991
1930,17934,fortis,10.4,8.7,1991
1931,17936,fortis,11.5,9.0,1991
1932,17940,fortis,11.1,9.8,1991
1933,17954,fortis,10.3,9.2,1991
1934,17955,fortis,11.5,10.0,1991
1935,17964,fortis,10.9,9.5,1991
1936,17969,fortis,9.9,8.8,1991
1937,17971,fortis,10.8,8.8,1991
1938,17974,fortis,10.1,9.0,1991
1939,17983,fortis,10.9,9.0,1991
1940,17986,fortis,11.2,9.0,1991
1941,17991,fortis,12.7,10.65,1991
1942,17993,fortis,11.8,10.5,1991
1943,17999,fortis,11.5,9.5,1991
1944,2760,scandens,14.2,9.25,1991
1945,3425,scandens,14.9,8.8,1991
1946,4090,scandens,14.95,9.26,1991
1947,4137,scandens,15.8,10.0,1991
1948,4223,scandens,15.07,8.77,1991
1949,4683,scandens,13.6,9.13,1991
1950,4706,scandens,14.8,9.5,1991
1951,4778,scandens,13.7,9.3,1991
1952,5351,scandens,13.6,8.95,1991
1953,5582,scandens,15.07,8.87,1991
1954,5608,scandens,15.8,9.7,1991
1955,5656,scandens,14.9,9.7,1991
1956,10001,scandens,13.43,8.41,1991
1957,10002,scandens,14.64,9.21,1991
1958,10061,scandens,15.2,9.6,1991
1959,10105,scandens,14.9,9.4,1991
1960,10174,scandens,15.2,9.25,1991
1961,10206,scandens,13.43,9.3,1991
1962,10223,scandens,15.2,9.8,1991
1963,10268,scandens,14.53,9.43,1991
1964,10394,scandens,12.07,9.0,1991
1965,10740,scandens,14.75,9.3,1991
1966,13256,scandens,15.35,9.85,1991
1967,13257,scandens,14.47,9.62,1991
1968,13548,scandens,14.3,9.0,1991
1969,14208,scandens,12.73,9.52,1991
1970,14524,scandens,15.3,9.9,1991
1971,14576,scandens,13.8,8.6,1991
1972,14584,scandens,15.04,9.21,1991
1973,14646,scandens,14.3,9.38,1991
1974,14728,scandens,14.29,9.37,1991
1975,14731,scandens,14.04,9.02,1991
1976,14755,scandens,13.6,8.9,1991
1977,14758,scandens,13.84,8.91,1991
1978,14759,scandens,14.04,9.06,1991
1979,14786,scandens,13.7,8.4,1991
1980,14830,scandens,14.7,8.7,1991
1981,14834,scandens,13.75,8.7,1991
1982,14835,scandens,14.09,8.91,1991
1983,14847,scandens,15.3,10.1,1991
1984,14877,scandens,15.2,10.27,1991
1985,14946,scandens,14.9,9.65,1991
1986,14975,scandens,13.95,9.28,1991
1987,14995,scandens,14.2,9.2,1991
1988,15235,scandens,14.04,7.96,1991
1989,15237,scandens,13.0,8.3,1991
1990,15406,scandens,14.2,8.9,1991
1991,15419,scandens,14.9,8.6,1991
1992,15441,scandens,14.6,9.1,1991
1993,15476,scandens,13.6,8.6,1991
1994,15615,scandens,14.63,9.37,1991
1995,15638,scandens,14.35,9.2,1991
1996,15639,scandens,14.2,9.1,1991
1997,15658,scandens,14.45,9.85,1991
1998,15685,scandens,13.84,9.02,1991
1999,15694,scandens,13.14,9.51,1991
2000,15704,scandens,12.34,8.81,1991
2001,15718,scandens,10.75,7.77,1991
2002,15721,scandens,11.89,8.96,1991
2003,15725,scandens,11.5,8.8,1991
2004,15736,scandens,15.0,9.1,1991
2005,15760,scandens,14.34,9.01,1991
2006,15765,scandens,13.85,8.9,1991
2007,15798,scandens,13.15,8.4,1991
2008,15812,scandens,14.85,9.25,1991
2009,15817,scandens,14.77,9.73,1991
2010,15837,scandens,14.45,9.2,1991
2011,15859,scandens,14.57,8.95,1991
