,band,species,beak length (mm),beak depth (mm),year
2242,19868,scandens,11.8,8.8,2012
2243,19882,scandens,13.7,9.5,2012
2244,19900,scandens,13.2,9.3,2012
2245,19910,scandens,12.2,9.0,2012
2246,19936,scandens,13.0,9.2,2012
2247,19940,scandens,13.1,8.7,2012
2248,19941,scandens,14.7,9.0,2012
2249,19951,scandens,13.7,9.1,2012
2250,19955,scandens,13.5,8.7,2012
2251,19956,scandens,13.3,9.4,2012
2252,21040,scandens,14.1,9.8,2012
2253,21041,scandens,12.5,8.6,2012
2254,21045,scandens,13.7,10.6,2012
2255,21047,scandens,14.6,9.0,2012
2256,21053,scandens,14.1,9.5,2012
2257,21057,scandens,12.9,8.1,2012
2258,21070,scandens,13.9,9.3,2012
2259,21081,scandens,13.4,9.6,2012
2260,21092,scandens,13.0,8.5,2012
2261,21093,scandens,12.7,8.2,2012
2262,21106,scandens,12.1,8.0,2012
2263,21109,scandens,14.0,9.5,2012
2264,21111,scandens,14.9,9.7,2012
2265,21113,scandens,13.9,9.9,2012
2266,21131,scandens,12.9,9.1,2012
2267,21135,scandens,14.6,9.5,2012
2268,21136,scandens,14.0,9.8,2012
2269,21159,scandens,13.0,8.4,2012
2270,21167,scandens,12.7,8.3,2012
2271,21176,scandens,14.0,9.6,2012
2272,21248,scandens,14.1,9.4,2012
2273,21253,scandens,14.1,10.0,2012
2274,21255,scandens,13.0,8.9,2012
2275,21256,scandens,13.5,9.1,2012
2276,21257,scandens,13.4,9.8,2012
2277,21260,scandens,13.9,9.3,2012
2278,21263,scandens,13.1,9.9,2012
2279,21267,scandens,12.9,8.9,2012
2280,21268,scandens,14.0,8.5,2012
2281,21270,scandens,14.0,10.6,2012
2282,21271,scandens,14.1,9.3,2012
2283,21278,scandens,14.7,8.9,2012
2284,21279,scandens,13.4,8.9,2012
2285,21280,scandens,13.8,9.7,2012
2286,21281,scandens,13.4,9.8,2012
2287,21285,scandens,13.8,10.5,2012
2288,21286,scandens,12.4,8.4,2012
2289,21288,scandens,14.1,10.0,2012
2290,21289,scandens,12.9,9.0,2012
2291,21290,scandens,13.9,8.7,2012
2292,21291,scandens,14.3,8.8,2012
2293,21292,scandens,13.2,8.4,2012
2294,21295,scandens,14.2,9.3,2012
2295,21297,scandens,13.0,9.8,2012
2296,21340,scandens,14.6,8.9,2012
2297,21342,scandens,13.1,9.8,2012
2298,21347,scandens,15.2,9.1,2012
